ADM4_EN,ADM4_UA,ADM4_RU,ADM4_PCODE,ADM3_EN,ADM3_UA,ADM3_RU,ADM3_PCODE,ADM2_EN,ADM2_UA,ADM2_RU,ADM2_PCODE,ADM1_EN,ADM1_UA,ADM1_RU,ADM1_PCODE,ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM4_RP_LAT,ADM4_RP_LON,ADM0_CAPITAL,ADM1_CAPITAL,ADM2_CAPITAL,AMD3_CAPITAL,CODETOPO,ADM4_TYPE_EN,ADM4_TYPE_UA,SOV_ID,KOATUU,Minrehion,
Chkalovka,Чкаловка,Чкаловка,UA1204005046,Verkhnodniprovska,Верхньодніпровська,Верхнеднепровская,UA1204005,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.74748118,48.539745,34.314448,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1221010100,1221055804,UA12040050460089433,
Yakymivka,Якимівка,Акимовка,UA1204005047,Verkhnodniprovska,Верхньодніпровська,Верхнеднепровская,UA1204005,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2.41254405,48.655943,34.120964,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1221010100,1221085506,UA12040050470011241,
Yarok,Ярок,Ярок,UA1204005048,Verkhnodniprovska,Верхньодніпровська,Верхнеднепровская,UA1204005,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.43644582,48.558059,34.073522,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1221010100,1221081806,UA12040050480097917,
Vyshneve,Вишневе,Вишневое,UA1204007001,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,1.23604627,48.434296,33.912946,,,,Y,41200000,Rural settlement,Сільські населені пункти (СНП),1224555300,1224555300,UA12040070010013106,
Baikivka,Байківка,Байковка,UA1204007002,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.11382944,48.414268,33.951774,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555302,UA12040070020057940,
Ivanivka,Іванівка,Ивановка,UA1204007003,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2.82902012,48.399772,33.876992,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555303,UA12040070030087485,
Komisarivka,Комісарівка,Комиссаровка,UA1204007004,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,17.3521285,48.466298,33.789860,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224582001,UA12040070040036488,
Kuliabkyne,Кулябкине,Кулябкино,UA1204007005,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.09314939,48.461582,33.939965,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555301,UA12040070050069207,
Lykoshyne,Ликошине,Лыкошино,UA1204007006,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.8300286,48.527542,33.856706,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555304,UA12040070060047169,
Lozuvatka,Лозуватка,Лозоватка,UA1204007007,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,7.80123279,48.462943,33.862697,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555305,UA12040070070066468,
Novoukrainka,Новоукраїнка,Новоукраинка,UA1204007008,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.49031042,48.549500,33.918154,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555306,UA12040070080057260,
Terno-Lozuvatka,Терно-Лозуватка,Терно-Лозоватка,UA1204007009,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.82529892,48.414916,33.879368,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555307,UA12040070090017361,
Chervonyi Yar,Червоний Яр,Червоный Яр,UA1204007010,Vyshnivska,Вишнівська,Вишневская,UA1204007,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.58956988,48.424783,33.984266,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1224555300,1224555308,UA12040070100021263,
Vilnohirsk,Вільногірськ,Вольногорск,UA1204009001,Vilnohirska,Вільногірська,Вольногорская,UA1204009,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,5.0316554,48.489715,34.014482,,,,Y,41100000,City,Mіста,1210200000,1210200000,UA12040090010047409,
Didove,Дідове,Дедово,UA1204009002,Vilnohirska,Вільногірська,Вольногорская,UA1204009,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2.38100284,48.545477,34.020608,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1210200000,1221084102,UA12040090020018789,
Dmytrivka,Дмитрівка,Дмитровка,UA1204009003,Vilnohirska,Вільногірська,Вольногорская,UA1204009,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,1.0774954,48.547643,33.962921,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1210200000,1221084101,UA12040090030091132,
Dobrohirske,Доброгірське,Доброгорское,UA1204009004,Vilnohirska,Вільногірська,Вольногорская,UA1204009,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,0.75687548,48.509161,33.977142,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1210200000,1221084103,UA12040090040019562,
Krynychky,Кринички,Кринички,UA1204009005,Vilnohirska,Вільногірська,Вольногорская,UA1204009,Kamianskyi,Кам’янський,Каменский,UA1204,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,1.06854563,48.484572,33.994048,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),1210200000,1221084104,UA12040090050090438,
